Path,File,Function,Complexity
Data/10.py,10.py,is_palindrome,0
Data/101.py,101.py,words_string,0
Data/104.py,104.py,unique_digits,0
Data/105.py,105.py,by_length,0
Data/116.py,116.py,sort_array,0
Data/120.py,120.py,maximum,0
Data/121.py,121.py,solution,0
Data/14.py,14.py,all_prefixes,0
Data/145.py,145.py,order_by_points,0
Data/149.py,149.py,sorted_list_sum,0
Data/15.py,15.py,string_sequence,0
Data/151.py,151.py,double_the_difference,0
Data/16.py,16.py,count_distinct_characters,0
Data/163.py,163.py,generate_integers,0
Data/17.py,17.py,parse_music,0
Data/19.py,19.py,sort_numbers,0
Data/2.py,2.py,truncate_number,0
Data/22.py,22.py,filter_integers,0
Data/23.py,23.py,strlen,0
Data/26.py,26.py,remove_duplicates,0
Data/27.py,27.py,flip_case,0
Data/28.py,28.py,concatenate,0
Data/29.py,29.py,filter_by_prefix,0
Data/30.py,30.py,get_positive,0
Data/32.py,32.py,poly,0
Data/33.py,33.py,sort_third,0
Data/34.py,34.py,unique,0
Data/35.py,35.py,max_element,0
Data/38.py,38.py,decode_cyclic,0
Data/38.py,38.py,encode_cyclic,0
Data/4.py,4.py,mean_absolute_deviation,0
Data/41.py,41.py,car_race_collision,0
Data/42.py,42.py,incr_list,0
Data/45.py,45.py,triangle_area,0
Data/48.py,48.py,is_palindrome,0
Data/49.py,49.py,modp,0
Data/50.py,50.py,decode_shift,0
Data/51.py,51.py,remove_vowels,0
Data/52.py,52.py,below_threshold,0
Data/53.py,53.py,add,0
Data/54.py,54.py,same_chars,0
Data/58.py,58.py,common,0
Data/60.py,60.py,sum_to_n,0
Data/66.py,66.py,digitSum,0
Data/67.py,67.py,fruit_distribution,0
Data/7.py,7.py,filter_by_substring,0
Data/77.py,77.py,iscube,0
Data/79.py,79.py,decimal_to_binary,0
Data/83.py,83.py,starts_one_ends,0
Data/84.py,84.py,solve,0
Data/97.py,97.py,multiply,0
Data/103.py,103.py,rounded_avg,1
Data/110.py,110.py,exchange,1
Data/113.py,113.py,odd_count,1
Data/13.py,13.py,greatest_common_divisor,1
Data/130.py,130.py,tri,1
Data/133.py,133.py,sum_squares,1
Data/139.py,139.py,special_factorial,1
Data/159.py,159.py,eat,1
Data/160.py,160.py,do_algebra,1
Data/162.py,162.py,string_to_md5,1
Data/21.py,21.py,rescale_to_unit,1
Data/46.py,46.py,fib4,1
Data/5.py,5.py,intersperse,1
Data/65.py,65.py,circular_shift,1
Data/68.py,68.py,pluck,1
Data/86.py,86.py,anti_shuffle,1
Data/88.py,88.py,sort_array,1
Data/90.py,90.py,next_smallest,1
Data/99.py,99.py,closest_integer,1
Data/114.py,114.py,minSubArraySum,2
Data/125.py,125.py,split_words,2
Data/127.py,127.py,intersection,2
Data/136.py,136.py,largest_smallest_integers,2
Data/144.py,144.py,simplify,2
Data/157.py,157.py,right_angle_triangle,2
Data/47.py,47.py,median,2
Data/55.py,55.py,fib,2
Data/57.py,57.py,monotonic,2
Data/62.py,62.py,derivative,2
Data/71.py,71.py,triangle_area,2
Data/72.py,72.py,will_it_fly,2
Data/74.py,74.py,total_match,2
Data/8.py,8.py,sum_product,2
Data/9.py,9.py,rolling_max,2
Data/0.py,0.py,has_close_elements,3
Data/100.py,100.py,make_a_pile,3
Data/11.py,11.py,string_xor,3
Data/111.py,111.py,histogram,3
Data/112.py,112.py,reverse_delete,3
Data/118.py,118.py,get_closest_vowel,3
Data/122.py,122.py,add_elements,3
Data/123.py,123.py,get_odd_collatz,3
Data/131.py,131.py,digits,3
Data/134.py,134.py,check_if_last_char_is_a_letter,3
Data/138.py,138.py,is_equal_to_sum_even,3
Data/148.py,148.py,bf,3
Data/152.py,152.py,compare,3
Data/153.py,153.py,Strongest_Extension,3
Data/154.py,154.py,cycpattern_check,3
Data/156.py,156.py,int_to_mini_roman,3
Data/20.py,20.py,find_closest_elements,3
Data/25.py,25.py,factorize,3
Data/3.py,3.py,below_zero,3
Data/32.py,32.py,find_zero,3
Data/37.py,37.py,sort_even,3
Data/43.py,43.py,pairs_sum_to_zero,3
Data/44.py,44.py,change_base,3
Data/59.py,59.py,largest_prime_factor,3
Data/73.py,73.py,smallest_change,3
Data/78.py,78.py,hex_key,3
Data/85.py,85.py,add,3
Data/95.py,95.py,check_dict_case,3
Data/96.py,96.py,count_up_to,3
Data/98.py,98.py,count_upper,3
Data/10.py,10.py,make_palindrome,4
Data/102.py,102.py,choose_num,4
Data/109.py,109.py,move_one_ball,4
Data/12.py,12.py,longest,4
Data/126.py,126.py,is_sorted,4
Data/127.py,127.py,is_prime,4
Data/135.py,135.py,can_arrange,4
Data/137.py,137.py,compare_one,4
Data/142.py,142.py,sum_squares,4
Data/146.py,146.py,specialFilter,4
Data/155.py,155.py,even_odd_count,4
Data/158.py,158.py,find_max,4
Data/24.py,24.py,largest_divisor,4
Data/39.py,39.py,is_prime,4
Data/63.py,63.py,fibfib,4
Data/91.py,91.py,is_bored,4
Data/96.py,96.py,is_prime,4
Data/106.py,106.py,f,5
Data/128.py,128.py,prod_signs,5
Data/132.py,132.py,is_nested,5
Data/18.py,18.py,how_many_times,5
Data/6.py,6.py,parse_nested_parens,5
Data/80.py,80.py,is_happy,5
Data/92.py,92.py,any_int,5
Data/107.py,107.py,even_odd_palindrome,6
Data/115.py,115.py,max_fill,6
Data/141.py,141.py,file_name_check,6
Data/39.py,39.py,prime_fib,6
Data/70.py,70.py,strange_sort_list,6
Data/87.py,87.py,get_row,6
Data/89.py,89.py,encrypt,6
Data/93.py,93.py,encode,6
Data/1.py,1.py,separate_paren_groups,7
Data/108.py,108.py,count_nums,7
Data/143.py,143.py,words_in_sentence,7
Data/161.py,161.py,solve,7
Data/36.py,36.py,fizz_buzz,7
Data/56.py,56.py,correct_bracketing,7
